Rent,Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Listing_Title,Listing_Description,Amenities_Text,Landmarks_Text,Reviews_Text,Complaints_Text,Lease_Rules_Text,Inquiry_Text,Inspection_Notes_Text,Scam_Flag,Scam_Rationale,Cluster
19140,2022-05-31,3,1220,1 out of 2,carpet area,kalapatti,coimbatore,unfurnished,bachelors/family,2,contact owner,"3 bhk unfurnished home in kalapatti, coimbatore","3 bhk unfurnished home of 1220 sq ft (carpet area). location: kalapatti, coimbatore. floor: 1 out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 19140 per month.","play area, security, solar lighting, water supply, parking",near atm (3.6 km); near hospital (2.2 km); near park (2.8 km),parking is convenient and secure. | clean and well maintained building.,not_applicable,maintenance charges are extra. security deposit is two months rent. pets allowed only with prior approval.,searching for a rental with parking and lift around kalapatti.,walls need minor repainting. electrical fittings are working properly. kitchen cabinets in good condition.,no,not_applicable,0
25469,2022-06-29,2,1155,1 out of 3,carpet area,race course,coimbatore,semi-furnished,bachelors,2,contact agent,"2 bhk semi-furnished home in race course, coimbatore","2 bhk semi-furnished home of 1155 sq ft (carpet area). location: race course, coimbatore. floor: 1 out of 3. bathrooms: 2. tenant preference: bachelors. rent: inr 25469 per month.","intercom, internet ready, community hall, play area, power backup, gated community, security",near temple (2.4 km); near school (1.8 km); near bank (3.4 km),maintenance is timely and professional. | easy access to public transport.,not_applicable,maintenance charges are extra. tenant must follow society by-laws. pets allowed only with prior approval.,searching for a rental with parking and lift around race course.,good natural light in living room. walls need minor repainting. kitchen cabinets in good condition.,no,not_applicable,1
7944,2022-07-05,1,554,2 out of 2,super area,peelamedu,coimbatore,furnished,bachelors/family,1,contact owner,"1 bhk furnished home in peelamedu, coimbatore","1 bhk furnished home of 554 sq ft (super area). location: peelamedu, coimbatore. floor: 2 out of 2. bathrooms: 1. tenant preference: bachelors/family. rent: inr 7944 per month.","gated community, power backup, intercom, parking, community hall, solar lighting",near atm (2.8 km); near church (2.2 km); near supermarket (3.2 km); near pharmacy (3.9 km),maintenance is timely and professional. | spacious rooms and good ventilation. | owner is responsive and helpful.,not_applicable,maintenance charges are extra. tenant must follow society by-laws. no smoking inside the house.,"need a furnished home in coimbatore, prefer bachelors/family.",electrical fittings are working properly. flooring shows normal wear. bathrooms are clean and functional.,no,not_applicable,1
14676,2022-05-12,2,1220,1 out of 3,super area,rs puram,coimbatore,furnished,bachelors/family,2,contact owner,"2 bhk furnished home in rs puram, coimbatore","2 bhk furnished home of 1220 sq ft (super area). location: rs puram, coimbatore. floor: 1 out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 14676 per month.","club house, visitor parking, solar lighting, play area, intercom, security, parking",near atm (1.2 km); near railway station (1.4 km); near mosque (3.3 km); near temple (0.8 km),maintenance is timely and professional. | owner is responsive and helpful.,not_applicable,one month notice required before vacating. tenant must follow society by-laws. maintenance charges are extra. no loud music after 10 pm.,looking for a 2 bhk near rs puram within inr 14676.,good natural light in living room. bathrooms are clean and functional. electrical fittings are working properly.,no,not_applicable,1
15167,2022-05-15,2,1366,1 out of 2,carpet area,thudiyalur,coimbatore,furnished,bachelors/family,2,contact owner,"2 bhk furnished home in thudiyalur, coimbatore","2 bhk furnished home of 1366 sq ft (carpet area). location: thudiyalur, coimbatore. floor: 1 out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 15167 per month.","rainwater harvesting, play area, water supply, park, maintenance staff, waste management",near mosque (2.9 km); near college (2.1 km); near park (1.2 km),clean and well maintained building. | spacious rooms and good ventilation.,not_applicable,security deposit is two months rent. pets allowed only with prior approval. one month notice required before vacating. maintenance charges are extra.,looking for a 2 bhk near thudiyalur within inr 15167.,walls need minor repainting. bathrooms are clean and functional. good natural light in living room.,no,not_applicable,1
8806,2022-07-01,1,602,3 out of 3,super area,town hall,coimbatore,unfurnished,bachelors/family,1,contact owner,"1 bhk unfurnished home in town hall, coimbatore","1 bhk unfurnished home of 602 sq ft (super area). location: town hall, coimbatore. floor: 3 out of 3. bathrooms: 1. tenant preference: bachelors/family. rent: inr 8806 per month.","intercom, waste management, cctv, internet ready, security, community hall, parking",near supermarket (3.8 km); near school (2.2 km); near temple (0.5 km),safe area with friendly neighbors. | good water supply and quiet neighborhood.,not_applicable,pets allowed only with prior approval. one month notice required before vacating. no smoking inside the house.,"need a unfurnished home in coimbatore, prefer bachelors/family.",bathrooms are clean and functional. electrical fittings are working properly.,no,not_applicable,1
3849,2022-07-06,1,289,1 out of 2,super area,kuniamuthur,coimbatore,unfurnished,bachelors,1,contact owner,"1 bhk unfurnished home in kuniamuthur, coimbatore","1 bhk unfurnished home of 289 sq ft (super area). location: kuniamuthur, coimbatore. floor: 1 out of 2. bathrooms: 1. tenant preference: bachelors. rent: inr 3849 per month.","visitor parking, power backup, gated community, fire safety, internet ready, gym, lift, solar lighting",near mall (3.6 km); near atm (2.6 km); near temple (3.0 km),easy access to public transport. | good water supply and quiet neighborhood.,not_applicable,security deposit is two months rent. no smoking inside the house. one month notice required before vacating.,"want to move in next month, budget around inr 3849.",walls need minor repainting. electrical fittings are working properly. good natural light in living room.,no,not_applicable,1
10048,2022-06-12,3,1820,1 out of 1,super area,avinashi road,coimbatore,unfurnished,bachelors/family,3,contact owner,"3 bhk unfurnished home in avinashi road, coimbatore","3 bhk unfurnished home of 1820 sq ft (super area). location: avinashi road, coimbatore. floor: 1 out of 1. bathrooms: 3. tenant preference: bachelors/family. rent: inr 10048 per month.","fire safety, rainwater harvesting, parking, waste management, play area, power backup, water supply",near pharmacy (1.2 km); near church (2.7 km); near clinic (3.1 km); near temple (2.2 km),maintenance is timely and professional. | spacious rooms and good ventilation. | owner is responsive and helpful.,not_applicable,one month notice required before vacating. no smoking inside the house. pets allowed only with prior approval. maintenance charges are extra.,"need a unfurnished home in coimbatore, prefer bachelors/family.",kitchen cabinets in good condition. electrical fittings are working properly.,no,not_applicable,0
11493,2022-07-04,2,1076,ground out of 1,carpet area,thudiyalur,coimbatore,semi-furnished,family,1,contact owner,"2 bhk semi-furnished home in thudiyalur, coimbatore","2 bhk semi-furnished home of 1076 sq ft (carpet area). location: thudiyalur, coimbatore. floor: ground out of 1. bathrooms: 1. tenant preference: family. rent: inr 11493 per month.","maintenance staff, play area, gym, water supply, fire safety, parking, security, club house",near atm (2.3 km); near mall (0.8 km); near church (1.2 km),good water supply and quiet neighborhood. | parking is convenient and secure.,not_applicable,no smoking inside the house. maintenance charges are extra. one month notice required before vacating.,"need a semi-furnished home in coimbatore, prefer family.",walls need minor repainting. bathrooms are clean and functional.,no,not_applicable,1
14346,2022-05-12,2,1486,ground out of 1,super area,peelamedu,coimbatore,unfurnished,bachelors/family,2,contact owner,"2 bhk unfurnished home in peelamedu, coimbatore","2 bhk unfurnished home of 1486 sq ft (super area). location: peelamedu, coimbatore. floor: ground out of 1. bathrooms: 2. tenant preference: bachelors/family. rent: inr 14346 per month.","gym, power backup, waste management, visitor parking, maintenance staff",near church (3.4 km); near mosque (1.7 km); near metro station (3.1 km); near hospital (3.8 km),clean and well maintained building. | parking is convenient and secure. | good water supply and quiet neighborhood.,not_applicable,security deposit is two months rent. pets allowed only with prior approval. one month notice required before vacating.,looking for a 2 bhk near peelamedu within inr 14346.,bathrooms are clean and functional. electrical fittings are working properly. kitchen cabinets in good condition.,no,not_applicable,1
24637,2022-07-10,3,1186,2 out of 2,carpet area,avinashi road,coimbatore,unfurnished,bachelors/family,3,contact owner,"3 bhk unfurnished home in avinashi road, coimbatore","3 bhk unfurnished home of 1186 sq ft (carpet area). location: avinashi road, coimbatore. floor: 2 out of 2. bathrooms: 3. tenant preference: bachelors/family. rent: inr 24637 per month.","waste management, power backup, parking, solar lighting, gated community",near park (3.1 km); near bank (3.5 km),parking is convenient and secure. | maintenance is timely and professional.,owner delayed returning security deposit. | water supply issues on some days.,no loud music after 10 pm. security deposit is two months rent. no smoking inside the house.,"want to move in next month, budget around inr 24637.",electrical fittings are working properly. kitchen cabinets in good condition.,yes,owner refused physical visit. | unusually low rent for the area.,0
25587,2022-07-08,3,2126,11 out of 19,super area,race course,coimbatore,semi-furnished,family,4,contact owner,"3 bhk semi-furnished home in race course, coimbatore","3 bhk semi-furnished home of 2126 sq ft (super area). location: race course, coimbatore. floor: 11 out of 19. bathrooms: 4. tenant preference: family. rent: inr 25587 per month.","parking, gated community, security, cctv, club house, waste management, gym",near pharmacy (1.3 km); near supermarket (2.1 km),maintenance is timely and professional. | owner is responsive and helpful. | good water supply and quiet neighborhood.,not_applicable,pets allowed only with prior approval. no smoking inside the house. one month notice required before vacating. tenant must follow society by-laws.,"want to move in next month, budget around inr 25587.",good natural light in living room. walls need minor repainting.,no,not_applicable,0
18322,2022-06-21,2,1089,ground out of 3,carpet area,saravanampatti,coimbatore,semi-furnished,bachelors,2,contact owner,"2 bhk semi-furnished home in saravanampatti, coimbatore","2 bhk semi-furnished home of 1089 sq ft (carpet area). location: saravanampatti, coimbatore. floor: ground out of 3. bathrooms: 2. tenant preference: bachelors. rent: inr 18322 per month.","gated community, parking, play area, cctv, rainwater harvesting, lift, community hall, club house",near church (3.9 km); near clinic (2.3 km),maintenance is timely and professional. | parking is convenient and secure. | safe area with friendly neighbors.,not_applicable,security deposit is two months rent. one month notice required before vacating. no smoking inside the house. tenant must follow society by-laws.,"want to move in next month, budget around inr 18322.",bathrooms are clean and functional. kitchen cabinets in good condition. good natural light in living room.,no,not_applicable,1
11179,2022-06-06,2,770,1 out of 2,super area,ukkadam,coimbatore,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in ukkadam, coimbatore","2 bhk semi-furnished home of 770 sq ft (super area). location: ukkadam, coimbatore. floor: 1 out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 11179 per month.","cctv, solar lighting, internet ready, visitor parking, play area, gym",near clinic (0.5 km); near church (1.7 km); near railway station (1.1 km),clean and well maintained building. | good water supply and quiet neighborhood.,not_applicable,no smoking inside the house. tenant must follow society by-laws. security deposit is two months rent.,searching for a rental with parking and lift around ukkadam.,kitchen cabinets in good condition. walls need minor repainting.,no,not_applicable,1
23873,2022-06-20,3,1036,2 out of 32,carpet area,town hall,coimbatore,unfurnished,bachelors,2,contact owner,"3 bhk unfurnished home in town hall, coimbatore","3 bhk unfurnished home of 1036 sq ft (carpet area). location: town hall, coimbatore. floor: 2 out of 32. bathrooms: 2. tenant preference: bachelors. rent: inr 23873 per month.","power backup, visitor parking, cctv, park, parking, rainwater harvesting",near market (0.4 km); near railway station (2.3 km); near supermarket (4.0 km),maintenance is timely and professional. | spacious rooms and good ventilation. | easy access to public transport.,not_applicable,no smoking inside the house. pets allowed only with prior approval. tenant must follow society by-laws. security deposit is two months rent.,searching for a rental with parking and lift around town hall.,walls need minor repainting. flooring shows normal wear. kitchen cabinets in good condition.,no,not_applicable,0
11811,2022-05-16,2,799,1 out of 2,super area,saravanampatti,coimbatore,furnished,bachelors/family,2,contact owner,"2 bhk furnished home in saravanampatti, coimbatore","2 bhk furnished home of 799 sq ft (super area). location: saravanampatti, coimbatore. floor: 1 out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 11811 per month.","gym, gated community, play area, waste management, security",near metro station (1.0 km); near supermarket (0.4 km),maintenance is timely and professional. | easy access to public transport. | clean and well maintained building.,not_applicable,no smoking inside the house. maintenance charges are extra. pets allowed only with prior approval.,"need a furnished home in coimbatore, prefer bachelors/family.",electrical fittings are working properly. flooring shows normal wear. kitchen cabinets in good condition.,no,not_applicable,1
20944,2022-07-06,1,481,7 out of 11,carpet area,saibaba colony,coimbatore,furnished,bachelors/family,1,contact agent,"1 bhk furnished home in saibaba colony, coimbatore","1 bhk furnished home of 481 sq ft (carpet area). location: saibaba colony, coimbatore. floor: 7 out of 11. bathrooms: 1. tenant preference: bachelors/family. rent: inr 20944 per month.","gym, club house, lift, gated community, intercom, solar lighting, community hall, waste management",near church (3.1 km); near market (0.9 km),spacious rooms and good ventilation. | parking is convenient and secure. | easy access to public transport.,not_applicable,no loud music after 10 pm. one month notice required before vacating. no smoking inside the house.,looking for a 1 bhk near saibaba colony within inr 20944.,bathrooms are clean and functional. good natural light in living room. electrical fittings are working properly.,no,not_applicable,1
14496,2022-05-06,2,814,ground out of 2,super area,kuniamuthur,coimbatore,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in kuniamuthur, coimbatore","2 bhk semi-furnished home of 814 sq ft (super area). location: kuniamuthur, coimbatore. floor: ground out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 14496 per month.","gated community, water supply, waste management, security, play area, community hall, rainwater harvesting",near metro station (3.7 km); near bank (1.7 km); near pharmacy (3.8 km); near atm (1.0 km),easy access to public transport. | good water supply and quiet neighborhood. | maintenance is timely and professional.,listing photos did not match actual house. | unexpected maintenance charges were added.,security deposit is two months rent. pets allowed only with prior approval. maintenance charges are extra. no smoking inside the house.,"need a semi-furnished home in coimbatore, prefer bachelors/family.",bathrooms are clean and functional. electrical fittings are working properly. kitchen cabinets in good condition.,yes,inconsistent photos and description. | owner refused physical visit. | asked for payment before sharing address.,1
28762,2022-07-10,2,1294,2 out of 4,carpet area,race course,coimbatore,semi-furnished,bachelors/family,2,contact agent,"2 bhk semi-furnished home in race course, coimbatore","2 bhk semi-furnished home of 1294 sq ft (carpet area). location: race course, coimbatore. floor: 2 out of 4. bathrooms: 2. tenant preference: bachelors/family. rent: inr 28762 per month.","gym, waste management, visitor parking, park, play area",near hospital (1.9 km); near bus stop (1.7 km); near school (2.2 km); near market (1.6 km),maintenance is timely and professional. | good water supply and quiet neighborhood.,not_applicable,security deposit is two months rent. no loud music after 10 pm. no smoking inside the house. one month notice required before vacating.,"want to move in next month, budget around inr 28762.",walls need minor repainting. electrical fittings are working properly. good natural light in living room.,no,not_applicable,1
14408,2022-06-18,2,1046,ground out of 3,super area,thudiyalur,coimbatore,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in thudiyalur, coimbatore","2 bhk semi-furnished home of 1046 sq ft (super area). location: thudiyalur, coimbatore. floor: ground out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 14408 per month.","park, rainwater harvesting, visitor parking, cctv, lift, water supply, gym",near church (3.0 km); near clinic (3.9 km); near college (1.3 km); near railway station (3.3 km),clean and well maintained building. | spacious rooms and good ventilation.,not_applicable,tenant must follow society by-laws. security deposit is two months rent. no loud music after 10 pm. maintenance charges are extra.,"want to move in next month, budget around inr 14408.",electrical fittings are working properly. kitchen cabinets in good condition. walls need minor repainting.,no,not_applicable,1
14456,2022-06-29,2,807,1 out of 2,carpet area,kalapatti,coimbatore,unfurnished,bachelors,2,contact owner,"2 bhk unfurnished home in kalapatti, coimbatore","2 bhk unfurnished home of 807 sq ft (carpet area). location: kalapatti, coimbatore. floor: 1 out of 2. bathrooms: 2. tenant preference: bachelors. rent: inr 14456 per month.","gym, intercom, gated community, rainwater harvesting, club house, community hall, water supply, power backup",near supermarket (3.6 km); near railway station (1.2 km); near clinic (2.0 km),safe area with friendly neighbors. | clean and well maintained building.,not_applicable,tenant must follow society by-laws. security deposit is two months rent. maintenance charges are extra. no smoking inside the house.,"want to move in next month, budget around inr 14456.",walls need minor repainting. kitchen cabinets in good condition.,no,not_applicable,1
24986,2022-06-16,3,1267,4 out of 4,super area,gandhipuram,coimbatore,unfurnished,bachelors/family,3,contact owner,"3 bhk unfurnished home in gandhipuram, coimbatore","3 bhk unfurnished home of 1267 sq ft (super area). location: gandhipuram, coimbatore. floor: 4 out of 4. bathrooms: 3. tenant preference: bachelors/family. rent: inr 24986 per month.","fire safety, power backup, play area, community hall, waste management, cctv, visitor parking, maintenance staff",near college (1.3 km); near park (1.3 km); near temple (2.5 km),spacious rooms and good ventilation. | safe area with friendly neighbors.,not_applicable,no loud music after 10 pm. one month notice required before vacating. maintenance charges are extra. no smoking inside the house.,searching for a rental with parking and lift around gandhipuram.,flooring shows normal wear. kitchen cabinets in good condition. bathrooms are clean and functional.,no,not_applicable,0
18030,2022-06-22,2,780,1 out of 3,super area,gandhipuram,coimbatore,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in gandhipuram, coimbatore","2 bhk semi-furnished home of 780 sq ft (super area). location: gandhipuram, coimbatore. floor: 1 out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 18030 per month.","fire safety, intercom, maintenance staff, visitor parking, club house",near mosque (2.4 km); near pharmacy (1.2 km),easy access to public transport. | good water supply and quiet neighborhood.,not_applicable,no loud music after 10 pm. tenant must follow society by-laws. one month notice required before vacating.,"want to move in next month, budget around inr 18030.",flooring shows normal wear. electrical fittings are working properly.,no,not_applicable,1
10990,2022-06-28,2,437,ground out of 2,carpet area,race course,coimbatore,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in race course, coimbatore","2 bhk semi-furnished home of 437 sq ft (carpet area). location: race course, coimbatore. floor: ground out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 10990 per month.","power backup, play area, rainwater harvesting, gym, maintenance staff, waste management",near bank (1.8 km); near supermarket (1.2 km),safe area with friendly neighbors. | parking is convenient and secure.,not_applicable,security deposit is two months rent. tenant must follow society by-laws. pets allowed only with prior approval.,searching for a rental with parking and lift around race course.,electrical fittings are working properly. bathrooms are clean and functional. walls need minor repainting.,no,not_applicable,1
15046,2022-06-20,2,794,1 out of 2,super area,ramanathapuram,coimbatore,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in ramanathapuram, coimbatore","2 bhk semi-furnished home of 794 sq ft (super area). location: ramanathapuram, coimbatore. floor: 1 out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 15046 per month.","cctv, play area, visitor parking, gated community, parking, solar lighting",near atm (1.3 km); near park (1.2 km); near pharmacy (0.7 km); near supermarket (1.0 km),owner is responsive and helpful. | clean and well maintained building. | safe area with friendly neighbors.,not_applicable,maintenance charges are extra. no loud music after 10 pm. no smoking inside the house.,looking for a 2 bhk near ramanathapuram within inr 15046.,flooring shows normal wear. good natural light in living room. kitchen cabinets in good condition.,no,not_applicable,1
24037,2022-06-27,3,917,2 out of 3,carpet area,ramanathapuram,coimbatore,unfurnished,bachelors,2,contact owner,"3 bhk unfurnished home in ramanathapuram, coimbatore","3 bhk unfurnished home of 917 sq ft (carpet area). location: ramanathapuram, coimbatore. floor: 2 out of 3. bathrooms: 2. tenant preference: bachelors. rent: inr 24037 per month.","park, solar lighting, waste management, water supply, internet ready, play area, security, cctv",near college (1.3 km); near pharmacy (2.5 km),maintenance is timely and professional. | good water supply and quiet neighborhood. | safe area with friendly neighbors.,not_applicable,tenant must follow society by-laws. no loud music after 10 pm. one month notice required before vacating.,searching for a rental with parking and lift around ramanathapuram.,bathrooms are clean and functional. electrical fittings are working properly. flooring shows normal wear.,no,not_applicable,0
4847,2022-06-18,1,340,ground out of 1,super area,kuniamuthur,coimbatore,unfurnished,bachelors/family,1,contact owner,"1 bhk unfurnished home in kuniamuthur, coimbatore","1 bhk unfurnished home of 340 sq ft (super area). location: kuniamuthur, coimbatore. floor: ground out of 1. bathrooms: 1. tenant preference: bachelors/family. rent: inr 4847 per month.","parking, gated community, visitor parking, internet ready, lift",near bank (2.9 km); near metro station (0.8 km),parking is convenient and secure. | maintenance is timely and professional.,not_applicable,security deposit is two months rent. maintenance charges are extra. pets allowed only with prior approval.,looking for a 1 bhk near kuniamuthur within inr 4847.,electrical fittings are working properly. kitchen cabinets in good condition.,no,not_applicable,1
70001,2022-07-04,3,2115,3 out of 4,carpet area,ramanathapuram,coimbatore,semi-furnished,bachelors/family,3,contact owner,"3 bhk semi-furnished home in ramanathapuram, coimbatore","3 bhk semi-furnished home of 2115 sq ft (carpet area). location: ramanathapuram, coimbatore. floor: 3 out of 4. bathrooms: 3. tenant preference: bachelors/family. rent: inr 70001 per month.","community hall, play area, rainwater harvesting, water supply, fire safety, maintenance staff, security",near pharmacy (2.4 km); near hospital (2.0 km); near mosque (1.9 km); near metro station (1.0 km),parking is convenient and secure. | safe area with friendly neighbors. | owner is responsive and helpful.,not_applicable,pets allowed only with prior approval. one month notice required before vacating. maintenance charges are extra.,looking for a 3 bhk near ramanathapuram within inr 70001.,bathrooms are clean and functional. flooring shows normal wear. walls need minor repainting.,no,not_applicable,0
10976,2022-07-08,3,826,ground out of 3,super area,kuniamuthur,coimbatore,semi-furnished,bachelors/family,2,contact owner,"3 bhk semi-furnished home in kuniamuthur, coimbatore","3 bhk semi-furnished home of 826 sq ft (super area). location: kuniamuthur, coimbatore. floor: ground out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 10976 per month.","park, solar lighting, intercom, waste management, cctv, parking, club house",near pharmacy (2.6 km); near railway station (0.5 km); near bank (0.9 km),maintenance is timely and professional. | spacious rooms and good ventilation. | easy access to public transport.,not_applicable,security deposit is two months rent. one month notice required before vacating. no smoking inside the house. tenant must follow society by-laws.,searching for a rental with parking and lift around kuniamuthur.,flooring shows normal wear. good natural light in living room. kitchen cabinets in good condition.,no,not_applicable,0
19237,2022-07-06,2,924,3 out of 3,super area,peelamedu,coimbatore,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in peelamedu, coimbatore","2 bhk semi-furnished home of 924 sq ft (super area). location: peelamedu, coimbatore. floor: 3 out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 19237 per month.","internet ready, water supply, play area, park, cctv",near supermarket (1.4 km); near temple (2.5 km); near mall (1.9 km); near church (2.4 km),good water supply and quiet neighborhood. | owner is responsive and helpful. | safe area with friendly neighbors.,not_applicable,security deposit is two months rent. no smoking inside the house. maintenance charges are extra. no loud music after 10 pm.,looking for a 2 bhk near peelamedu within inr 19237.,bathrooms are clean and functional. good natural light in living room. flooring shows normal wear.,no,not_applicable,1
22078,2022-05-25,2,1129,2 out of 3,super area,race course,coimbatore,furnished,bachelors/family,2,contact owner,"2 bhk furnished home in race course, coimbatore","2 bhk furnished home of 1129 sq ft (super area). location: race course, coimbatore. floor: 2 out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 22078 per month.","park, parking, security, visitor parking, club house, lift, intercom, gated community",near college (0.9 km); near market (0.9 km); near atm (0.6 km); near bus stop (0.3 km),parking is convenient and secure. | good water supply and quiet neighborhood. | spacious rooms and good ventilation.,not_applicable,pets allowed only with prior approval. security deposit is two months rent. maintenance charges are extra. one month notice required before vacating.,"want to move in next month, budget around inr 22078.",good natural light in living room. flooring shows normal wear.,no,not_applicable,1
10468,2022-06-18,2,667,2 out of 3,super area,ukkadam,coimbatore,semi-furnished,family,2,contact owner,"2 bhk semi-furnished home in ukkadam, coimbatore","2 bhk semi-furnished home of 667 sq ft (super area). location: ukkadam, coimbatore. floor: 2 out of 3. bathrooms: 2. tenant preference: family. rent: inr 10468 per month.","play area, internet ready, intercom, power backup, cctv, gated community, waste management",near bank (2.8 km); near church (3.7 km); near bus stop (3.2 km),owner is responsive and helpful. | maintenance is timely and professional.,not_applicable,no smoking inside the house. one month notice required before vacating. pets allowed only with prior approval. security deposit is two months rent.,"need a semi-furnished home in coimbatore, prefer family.",kitchen cabinets in good condition. flooring shows normal wear. walls need minor repainting.,no,not_applicable,1
15067,2022-07-08,2,710,ground out of 2,super area,rs puram,coimbatore,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in rs puram, coimbatore","2 bhk semi-furnished home of 710 sq ft (super area). location: rs puram, coimbatore. floor: ground out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 15067 per month.","solar lighting, cctv, water supply, lift, fire safety",near clinic (0.9 km); near railway station (1.4 km); near metro station (3.1 km),safe area with friendly neighbors. | parking is convenient and secure.,not_applicable,no smoking inside the house. security deposit is two months rent. maintenance charges are extra.,searching for a rental with parking and lift around rs puram.,electrical fittings are working properly. kitchen cabinets in good condition.,no,not_applicable,1
49843,2022-07-05,3,1569,2 out of 3,carpet area,rs puram,coimbatore,semi-furnished,bachelors,3,contact agent,"3 bhk semi-furnished home in rs puram, coimbatore","3 bhk semi-furnished home of 1569 sq ft (carpet area). location: rs puram, coimbatore. floor: 2 out of 3. bathrooms: 3. tenant preference: bachelors. rent: inr 49843 per month.","internet ready, cctv, waste management, water supply, park",near market (0.6 km); near pharmacy (0.4 km); near supermarket (1.9 km),good water supply and quiet neighborhood. | parking is convenient and secure. | maintenance is timely and professional.,not_applicable,tenant must follow society by-laws. pets allowed only with prior approval. no loud music after 10 pm. one month notice required before vacating.,searching for a rental with parking and lift around rs puram.,bathrooms are clean and functional. flooring shows normal wear. good natural light in living room.,no,not_applicable,0
8573,2022-06-22,1,389,ground out of 3,super area,singanallur,coimbatore,unfurnished,bachelors/family,1,contact owner,"1 bhk unfurnished home in singanallur, coimbatore","1 bhk unfurnished home of 389 sq ft (super area). location: singanallur, coimbatore. floor: ground out of 3. bathrooms: 1. tenant preference: bachelors/family. rent: inr 8573 per month.","play area, lift, rainwater harvesting, waste management, security, intercom",near metro station (3.1 km); near market (0.9 km); near bank (2.2 km); near mall (1.9 km),safe area with friendly neighbors. | spacious rooms and good ventilation. | parking is convenient and secure.,not_applicable,security deposit is two months rent. no loud music after 10 pm. maintenance charges are extra. pets allowed only with prior approval.,searching for a rental with parking and lift around singanallur.,bathrooms are clean and functional. kitchen cabinets in good condition. good natural light in living room.,no,not_applicable,1
34776,2022-05-19,3,1188,10 out of 14,carpet area,ukkadam,coimbatore,semi-furnished,family,3,contact agent,"3 bhk semi-furnished home in ukkadam, coimbatore","3 bhk semi-furnished home of 1188 sq ft (carpet area). location: ukkadam, coimbatore. floor: 10 out of 14. bathrooms: 3. tenant preference: family. rent: inr 34776 per month.","security, lift, water supply, parking, play area",near pharmacy (1.8 km); near park (1.5 km),clean and well maintained building. | maintenance is timely and professional.,not_applicable,no loud music after 10 pm. pets allowed only with prior approval. security deposit is two months rent. one month notice required before vacating.,looking for a 3 bhk near ukkadam within inr 34776.,electrical fittings are working properly. bathrooms are clean and functional.,no,not_applicable,0
29489,2022-07-08,3,1835,1 out of 2,carpet area,saibaba colony,coimbatore,semi-furnished,bachelors,3,contact owner,"3 bhk semi-furnished home in saibaba colony, coimbatore","3 bhk semi-furnished home of 1835 sq ft (carpet area). location: saibaba colony, coimbatore. floor: 1 out of 2. bathrooms: 3. tenant preference: bachelors. rent: inr 29489 per month.","park, power backup, visitor parking, rainwater harvesting, intercom",near temple (0.6 km); near bus stop (1.2 km); near supermarket (0.7 km),good water supply and quiet neighborhood. | owner is responsive and helpful. | easy access to public transport.,not_applicable,no smoking inside the house. no loud music after 10 pm. one month notice required before vacating.,"want to move in next month, budget around inr 29489.",bathrooms are clean and functional. kitchen cabinets in good condition. walls need minor repainting.,no,not_applicable,0
11357,2022-07-08,2,760,1 out of 2,super area,ramanathapuram,coimbatore,unfurnished,bachelors/family,1,contact owner,"2 bhk unfurnished home in ramanathapuram, coimbatore","2 bhk unfurnished home of 760 sq ft (super area). location: ramanathapuram, coimbatore. floor: 1 out of 2. bathrooms: 1. tenant preference: bachelors/family. rent: inr 11357 per month.","rainwater harvesting, visitor parking, water supply, parking, community hall, park",near church (2.2 km); near mosque (2.6 km); near metro station (2.1 km); near hospital (1.9 km),good water supply and quiet neighborhood. | parking is convenient and secure. | clean and well maintained building.,not_applicable,one month notice required before vacating. tenant must follow society by-laws. maintenance charges are extra.,looking for a 2 bhk near ramanathapuram within inr 11357.,electrical fittings are working properly. good natural light in living room. kitchen cabinets in good condition.,no,not_applicable,1
