Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Description,IsSynthetic
2022-07-07,3,20000,1500,19 out of 31,Super Area,Semmenchery,Chennai,Unfurnished,Bachelors,3,Contact Owner,"3 BHK unfurnished home of 1500 sq ft (super area) in Semmenchery, Chennai. Located on 19 out of 31. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 20000.",No
2022-06-06,3,22000,1100,Ground out of 2,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1100 sq ft (super area) in Porur, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 22000.",No
2022-06-23,2,11500,1100,2 out of 2,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors,2,Contact Owner,"2 BHK semi-furnished home of 1100 sq ft (carpet area) in Valasaravakkam, Arcot Road, Chennai. Located on 2 out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 11500.",No
2022-05-01,3,23000,1000,1 out of 3,Carpet Area,Keelkatalai,Chennai,Unfurnished,Bachelors,3,Contact Owner,"3 BHK unfurnished home of 1000 sq ft (carpet area) in Keelkatalai, Chennai. Located on 1 out of 3. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 23000.",No
2022-05-20,2,19000,800,2 out of 4,Super Area,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (super area) in Mambalam West, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 19000.",No
2022-05-20,3,45000,1500,1 out of 3,Super Area,CIT Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1500 sq ft (super area) in CIT Nagar, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 45000.",No
2022-06-25,3,17000,1250,2 out of 3,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1250 sq ft (super area) in Madipakkam, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17000.",No
2022-05-01,2,9500,650,1 out of 2,Carpet Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 650 sq ft (carpet area) in Pallikaranai, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9500.",No
2022-06-29,3,45000,1650,1 out of 5,Super Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,"3 BHK unfurnished home of 1650 sq ft (super area) in Valasaravakkam, Arcot Road, Chennai. Located on 1 out of 5. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 45000.",No
2022-07-08,4,60000,2317,10 out of 12,Super Area,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent,"4 BHK unfurnished home of 2317 sq ft (super area) in Sholinganallur, Chennai. Located on 10 out of 12. Suitable for Bachelors/Family. 4 bathroom(s). Monthly rent: INR 60000.",No
2022-06-03,2,12000,950,1 out of 2,Super Area,"Radha Nagar, Chrompet",Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 950 sq ft (super area) in Radha Nagar, Chrompet, Chennai. Located on 1 out of 2. Suitable for Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-06-14,3,40000,1700,3 out of 5,Super Area,KK Nagar,Chennai,Furnished,Bachelors/Family,3,Contact Owner,"3 BHK furnished home of 1700 sq ft (super area) in KK Nagar, Chennai. Located on 3 out of 5. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 40000.",No
2022-07-09,3,16000,1300,1 out of 2,Super Area,Porur,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"3 BHK furnished home of 1300 sq ft (super area) in Porur, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16000.",No
2022-05-30,2,9000,805,1 out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 805 sq ft (super area) in Madipakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9000.",No
2022-07-08,2,35000,1109,3 out of 3,Super Area,"Adyar, Thiruvanmiyur, Chennai",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1109 sq ft (super area) in Adyar, Thiruvanmiyur, Chennai, Chennai. Located on 3 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 35000.",No
2022-07-06,1,4000,300,1 out of 2,Super Area,Tiruvottiyur,Chennai,Unfurnished,Bachelors,1,Contact Owner,"1 BHK unfurnished home of 300 sq ft (super area) in Tiruvottiyur, Chennai. Located on 1 out of 2. Suitable for Bachelors. 1 bathroom(s). Monthly rent: INR 4000.",No
2022-07-06,2,11000,700,1 out of 3,Super Area,Tharamani,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"2 BHK unfurnished home of 700 sq ft (super area) in Tharamani, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 11000.",No
2022-06-25,2,9500,950,Ground out of 2,Super Area,"Manali, Manali High Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 950 sq ft (super area) in Manali, Manali High Road, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9500.",No
2022-06-16,3,25000,1290,4 out of 4,Super Area,Poonamalle,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,"3 BHK unfurnished home of 1290 sq ft (super area) in Poonamalle, Chennai. Located on 4 out of 4. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 25000.",No
2022-05-21,2,10000,950,Ground out of 2,Super Area,S.Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 950 sq ft (super area) in S.Kolathur, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-05-12,1,12000,400,1 out of 3,Super Area,Besant Nagar,Chennai,Furnished,Bachelors/Family,1,Contact Owner,"1 BHK furnished home of 400 sq ft (super area) in Besant Nagar, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 12000.",No
2022-06-22,2,19397,2000,7 out of 10,Super Area,Guduvancheri,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 2000 sq ft (super area) in Guduvancheri, Chennai. Located on 7 out of 10. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 19397.",No
2022-07-05,2,12000,939,3 out of 4,Super Area,New Perungalathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 939 sq ft (super area) in New Perungalathur, Chennai. Located on 3 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-06-04,3,10000,1200,1 out of 3,Carpet Area,Kovur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,"3 BHK unfurnished home of 1200 sq ft (carpet area) in Kovur, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 10000.",No
2022-05-11,2,20000,1800,1 out of 1,Super Area,"Ambattur Industrial Estate, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1800 sq ft (super area) in Ambattur Industrial Estate, Chennai Bypass Road, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 20000.",No
2022-07-10,3,15000,1200,2 out of 5,Carpet Area,Madambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent,"3 BHK unfurnished home of 1200 sq ft (carpet area) in Madambakkam, Chennai. Located on 2 out of 5. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-05-20,2,28000,1200,1 out of 3,Super Area,Kodambakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 1200 sq ft (super area) in Kodambakkam, Chennai. Located on 1 out of 3. Suitable for Family. 2 bathroom(s). Monthly rent: INR 28000.",No
2022-06-12,3,10000,1750,1 out of 1,Super Area,Kuthanur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,"3 BHK unfurnished home of 1750 sq ft (super area) in Kuthanur, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 10000.",No
2022-07-09,1,3500,300,Ground out of 2,Super Area,Mogappair West,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 300 sq ft (super area) in Mogappair West, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 3500.",No
2022-06-15,1,8000,650,1 out of 3,Carpet Area,Sholinganallur,Chennai,Unfurnished,Bachelors,1,Contact Owner,"1 BHK unfurnished home of 650 sq ft (carpet area) in Sholinganallur, Chennai. Located on 1 out of 3. Suitable for Bachelors. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-05-25,2,13500,950,Ground out of 3,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 950 sq ft (super area) in Iyyappanthangal, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 13500.",No
2022-05-19,3,36000,1610,3 out of 14,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,"3 BHK semi-furnished home of 1610 sq ft (super area) in Vadapalani, Chennai. Located on 3 out of 14. Suitable for Family. 3 bathroom(s). Monthly rent: INR 36000.",No
2022-06-14,2,15000,900,1 out of 2,Super Area,Kodungaiyur East,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 900 sq ft (super area) in Kodungaiyur East, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-05-06,1,5000,550,1 out of 1,Carpet Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 550 sq ft (carpet area) in Tambaram, GST Road, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 5000.",No
2022-05-25,2,10000,700,Ground out of 2,Super Area,Nanmangalam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 700 sq ft (super area) in Nanmangalam, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-07-06,2,10000,800,2 out of 3,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 800 sq ft (super area) in Madipakkam, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-06-25,2,8500,580,3 out of 5,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 580 sq ft (super area) in Sholinganallur, Chennai. Located on 3 out of 5. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8500.",No
2022-06-26,2,11000,950,1 out of 2,Super Area,Nandanam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 950 sq ft (super area) in Nandanam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-05-25,1,8000,700,1 out of 1,Carpet Area,"Nemilichery, Chromepet",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 700 sq ft (carpet area) in Nemilichery, Chromepet, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-05-25,2,12000,600,Ground out of 3,Super Area,"Bharathidasan Colony, KK Nagar",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"2 BHK semi-furnished home of 600 sq ft (super area) in Bharathidasan Colony, KK Nagar, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 12000.",No
2022-05-25,1,5000,200,Ground out of 3,Super Area,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 200 sq ft (super area) in Mambalam West, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 5000.",No
2022-05-17,1,7000,600,Ground out of 3,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 600 sq ft (super area) in Iyyappanthangal, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7000.",No
2022-05-17,2,15000,550,Ground out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 550 sq ft (super area) in Mylapore, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-25,1,10000,600,4 out of 5,Super Area,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 600 sq ft (super area) in Mugalivakkam, Chennai. Located on 4 out of 5. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-05-19,3,37500,1680,1 out of 16,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,"3 BHK semi-furnished home of 1680 sq ft (super area) in Vadapalani, Chennai. Located on 1 out of 16. Suitable for Family. 3 bathroom(s). Monthly rent: INR 37500.",No
2022-06-21,2,7000,1100,1 out of 1,Carpet Area,Kayarambedu,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 1100 sq ft (carpet area) in Kayarambedu, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 7000.",No
2022-06-02,1,6500,600,Ground out of 2,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 600 sq ft (super area) in Chromepet, GST Road, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 6500.",No
2022-05-25,2,16000,820,Ground out of 2,Carpet Area,Purasaiwakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 820 sq ft (carpet area) in Purasaiwakkam, Chennai. Located on Ground out of 2. Suitable for Family. 2 bathroom(s). Monthly rent: INR 16000.",No
2022-05-19,3,34000,1125,8 out of 12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,"3 BHK semi-furnished home of 1125 sq ft (carpet area) in Vadapalani, Chennai. Located on 8 out of 12. Suitable for Family. 3 bathroom(s). Monthly rent: INR 34000.",No
2022-07-08,2,11500,973,4 out of 4,Carpet Area,Padapai,Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 973 sq ft (carpet area) in Padapai, Chennai. Located on 4 out of 4. Suitable for Family. 2 bathroom(s). Monthly rent: INR 11500.",No
2022-06-18,2,15000,780,1 out of 2,Super Area,"Guindy Race Course, Guindy",Chennai,Furnished,Bachelors/Family,1,Contact Owner,"2 BHK furnished home of 780 sq ft (super area) in Guindy Race Course, Guindy, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 15000.",No
2022-06-13,1,8000,400,Ground out of 1,Super Area,Mannivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 400 sq ft (super area) in Mannivakkam, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-07-10,4,220000,4000,1 out of 2,Super Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,"4 BHK semi-furnished home of 4000 sq ft (super area) in Poes Garden, Teynampet, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 4 bathroom(s). Monthly rent: INR 220000.",No
2022-05-17,2,22000,1000,2 out of 4,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,"2 BHK semi-furnished home of 1000 sq ft (carpet area) in T Nagar, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 22000.",No
2022-05-17,3,85000,3500,Ground out of 1,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,"3 BHK semi-furnished home of 3500 sq ft (carpet area) in T Nagar, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 85000.",No
2022-06-18,1,6000,350,Ground out of 2,Super Area,Maduravoyal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 350 sq ft (super area) in Maduravoyal, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 6000.",No
2022-05-03,2,14000,800,2 out of 2,Carpet Area,Choolaimedu High Road,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (carpet area) in Choolaimedu High Road, Chennai. Located on 2 out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-05-01,2,11500,700,Ground out of 2,Super Area,"Paddy field street,Perambur",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 700 sq ft (super area) in Paddy field street,Perambur, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 11500.",No
2022-07-06,1,6000,550,Ground out of 2,Super Area,"Vimalapuram, Manali",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 550 sq ft (super area) in Vimalapuram, Manali, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 6000.",No
2022-07-06,3,24000,2100,Ground out of 2,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner,"3 BHK semi-furnished home of 2100 sq ft (super area) in Nanmangalam, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 4 bathroom(s). Monthly rent: INR 24000.",No
2022-07-08,3,32000,1700,2 out of 2,Super Area,Perumbakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1700 sq ft (super area) in Perumbakkam, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 32000.",No
2022-05-17,3,16000,1420,Ground out of 1,Carpet Area,"Rajakipakkam, Sembakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1420 sq ft (carpet area) in Rajakipakkam, Sembakkam, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16000.",No
2022-07-08,2,13000,950,1 out of 2,Carpet Area,Duraisamy Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 950 sq ft (carpet area) in Duraisamy Nagar, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 13000.",No
2022-07-06,2,14000,780,2 out of 2,Super Area,Pallikaranai,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 780 sq ft (super area) in Pallikaranai, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-06-23,1,7500,800,1 out of 2,Carpet Area,Jalladian Pet,Chennai,Unfurnished,Bachelors,1,Contact Owner,"1 BHK unfurnished home of 800 sq ft (carpet area) in Jalladian Pet, Chennai. Located on 1 out of 2. Suitable for Bachelors. 1 bathroom(s). Monthly rent: INR 7500.",No
2022-05-25,2,10000,500,2 out of 4,Super Area,Koyambedu,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"2 BHK semi-furnished home of 500 sq ft (super area) in Koyambedu, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-05-29,2,18500,1000,25 out of 32,Super Area,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1000 sq ft (super area) in Semmancheri, Chennai. Located on 25 out of 32. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 18500.",No
2022-07-10,2,12000,750,2 out of 2,Super Area,Royapettah,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 750 sq ft (super area) in Royapettah, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-06-22,2,17000,1200,2 out of 2,Carpet Area,Cmbt,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 1200 sq ft (carpet area) in Cmbt, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17000.",No
2022-05-19,3,35000,1152,10 out of 14,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,"3 BHK semi-furnished home of 1152 sq ft (carpet area) in Vadapalani, Chennai. Located on 10 out of 14. Suitable for Family. 3 bathroom(s). Monthly rent: INR 35000.",No
2022-05-25,2,9000,843,2 out of 3,Super Area,Kovur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 843 sq ft (super area) in Kovur, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9000.",No
2022-07-06,2,13000,900,1 out of 3,Super Area,Semmancheri,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 900 sq ft (super area) in Semmancheri, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 13000.",No
2022-07-10,2,27999,1250,2 out of 4,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,"2 BHK semi-furnished home of 1250 sq ft (carpet area) in Nandambakkam, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 27999.",No
2022-05-13,2,11000,650,2 out of 2,Super Area,Kodambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 650 sq ft (super area) in Kodambakkam, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-07-06,4,140000,2600,2 out of 2,Carpet Area,Ranjith Road,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,"4 BHK semi-furnished home of 2600 sq ft (carpet area) in Ranjith Road, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 4 bathroom(s). Monthly rent: INR 140000.",No
2022-04-28,1,12000,700,Ground out of 2,Super Area,Indra Nagar,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 700 sq ft (super area) in Indra Nagar, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 12000.",No
2022-06-22,2,13000,720,1 out of 2,Carpet Area,"Sakthi Nagar, Adambakkam",Chennai,Unfurnished,Family,2,Contact Owner,"2 BHK unfurnished home of 720 sq ft (carpet area) in Sakthi Nagar, Adambakkam, Chennai. Located on 1 out of 2. Suitable for Family. 2 bathroom(s). Monthly rent: INR 13000.",No
2022-07-06,4,250000,3500,1 out of 4,Carpet Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,"4 BHK semi-furnished home of 3500 sq ft (carpet area) in Poes Garden, Teynampet, Chennai. Located on 1 out of 4. Suitable for Bachelors/Family. 4 bathroom(s). Monthly rent: INR 250000.",No
2022-07-05,4,80000,3000,1 out of 2,Carpet Area,"Egmore, PH Road",Chennai,Unfurnished,Bachelors,4,Contact Agent,"4 BHK unfurnished home of 3000 sq ft (carpet area) in Egmore, PH Road, Chennai. Located on 1 out of 2. Suitable for Bachelors. 4 bathroom(s). Monthly rent: INR 80000.",No
2022-07-10,2,22999,1144,1 out of 1,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,"2 BHK semi-furnished home of 1144 sq ft (carpet area) in Iyyappanthangal, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 22999.",No
2022-06-19,3,36000,1750,1 out of 4,Carpet Area,Anna Nagar,Chennai,Unfurnished,Bachelors,3,Contact Agent,"3 BHK unfurnished home of 1750 sq ft (carpet area) in Anna Nagar, Chennai. Located on 1 out of 4. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 36000.",No
2022-05-25,3,70000,1450,Ground out of 2,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"3 BHK unfurnished home of 1450 sq ft (super area) in Madipakkam, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 70000.",No
2022-06-18,2,12500,590,1 out of 2,Super Area,Choolaimedu,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"2 BHK unfurnished home of 590 sq ft (super area) in Choolaimedu, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 12500.",No
2022-05-01,2,18000,900,2 out of 2,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 900 sq ft (super area) in Anna Nagar West Extension, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 18000.",No
2022-05-25,2,10000,800,1 out of 2,Super Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (super area) in Ramapuram, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-06-22,2,18000,1000,1 out of 3,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1000 sq ft (super area) in Sholinganallur, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 18000.",No
2022-05-19,3,37000,1650,2 out of 14,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,"3 BHK semi-furnished home of 1650 sq ft (super area) in Vadapalani, Chennai. Located on 2 out of 14. Suitable for Family. 3 bathroom(s). Monthly rent: INR 37000.",No
2022-05-01,2,18000,700,Ground out of 1,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 700 sq ft (carpet area) in Thiruvanmiyur, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 18000.",No
