City,Area Locality,Rent,Size,BHK,Bathroom,Furnishing Status,Tenant Preferred
nagercoil,parvathipuram,32100,1613,4,3,semi-furnished,bachelors
karur,"sungagate, salem road",28700,1720,3,3,unfurnished,family
salem,"sodal, trichy road",14500,844,2,2,unfurnished,bachelors/family
chennai,"nungambakkam, gst road",17300,595,1,1,furnished,family
chennai,"kodambakkam, mount road",16800,568,1,1,furnished,family
salem,alagapuram,14200,804,2,2,unfurnished,family
tirunelveli,palayamkottai,13600,467,1,1,semi-furnished,bachelors/family
chennai,"mylapore, e coast road",16000,623,2,1,semi-furnished,family
coimbatore,"rs puram, avinashi road",21300,698,2,2,semi-furnished,family
salem,fairlands,15900,672,1,1,unfurnished,bachelors/family
madurai,"kk nagar, trichy road",23300,913,2,1,unfurnished,bachelors/family
chennai,pallikaranai,31000,1393,3,2,unfurnished,bachelors/family
chennai,"ambattur, jawaharlal nehru road",18100,883,2,1,semi-furnished,family
hosur,"mathigiri, bangalore road",11900,545,1,1,unfurnished,family
chennai,"sholinganallur, arcot road",18000,655,1,1,unfurnished,bachelors/family
tiruchirappalli,kk nagar,37900,1348,3,2,semi-furnished,bachelors/family
salem,"meiyanur, bangalore bypass",23800,945,2,2,semi-furnished,bachelors/family
tirunelveli,"vasantha nagar, tenkasi road",24900,1399,3,2,unfurnished,bachelors/family
chennai,kodambakkam,21800,782,2,1,unfurnished,bachelors/family
chennai,sholinganallur,22700,756,1,1,furnished,family
chennai,perungudi,18000,519,1,1,semi-furnished,bachelors/family
chennai,thiruvanmiyur,41200,1895,4,2,unfurnished,family
chennai,chromepet,22400,938,2,1,unfurnished,bachelors
chennai,"adyar, e coast road",22800,884,2,1,unfurnished,family
tirunelveli,vasantha nagar,9100,594,1,1,semi-furnished,bachelors/family
madurai,suryapandian,36800,1671,3,3,unfurnished,bachelors
villupuram,vikravandi road,11900,840,2,2,semi-furnished,bachelors/family
coimbatore,"singanallur, avinashi road",41600,1357,3,3,unfurnished,family
tiruppur,"uthukuli road, dharapuram road",12100,530,1,1,semi-furnished,bachelors/family
tiruchirappalli,karumandapam,37800,1734,3,3,furnished,family
salem,ammapet,11000,716,1,1,semi-furnished,bachelors/family
dindigul,"begampur, madurai road",14700,658,1,1,semi-furnished,bachelors/family
tirunelveli,vasantha nagar,16700,882,2,2,unfurnished,bachelors/family
chennai,porur,27700,906,2,1,semi-furnished,bachelors/family
chennai,"tambaram, gst road",30900,929,2,2,semi-furnished,bachelors/family
chennai,tambaram,13700,405,1,1,unfurnished,family
chennai,"ambattur, e coast road",19500,779,2,2,unfurnished,bachelors
salem,"fairlands, erode road",7500,534,1,1,unfurnished,family
chennai,adyar,24800,985,2,1,furnished,family
erode,"sathy road, bhavani road",25800,958,2,2,semi-furnished,bachelors/family
chennai,velachery,14900,512,1,1,unfurnished,family
salem,"ammapet, bangalore bypass",13700,776,2,2,semi-furnished,bachelors/family
coimbatore,kalapatti,11400,498,1,1,unfurnished,bachelors/family
coimbatore,"saravanampatti, mettupalayam road",29700,1283,3,3,semi-furnished,bachelors
chennai,"adyar, old mahabalipuram road",23100,974,3,3,unfurnished,bachelors/family
erode,perundurai road,29000,1455,3,2,semi-furnished,bachelors/family
karur,"velliyanai road, trichy road",18000,753,2,1,unfurnished,bachelors/family
madurai,arapalayam,15100,697,1,1,unfurnished,bachelors
coimbatore,"gandhipuram, trichy road",57900,1730,3,2,semi-furnished,bachelors/family
chennai,"perungudi, e coast road",38400,1534,3,3,furnished,family
erode,"thindal, perundurai road",33700,1537,3,2,unfurnished,family
tirunelveli,"thachanallur, tuticorin road",44200,1565,3,2,unfurnished,bachelors
chennai,mogappair,28700,1403,3,3,semi-furnished,bachelors
coimbatore,"rs puram, avinashi road",11200,493,1,1,semi-furnished,family
erode,sathy road,29000,948,3,2,semi-furnished,bachelors/family
chennai,porur,18000,653,2,1,semi-furnished,bachelors/family
chennai,kilpauk,37500,1106,2,1,unfurnished,family
thoothukudi,bryant nagar,10400,486,1,1,unfurnished,bachelors
kumbakonam,"kumbakonam town, swamimalai road",28000,1238,3,3,semi-furnished,family
coimbatore,saravanampatti,42400,1429,3,2,unfurnished,bachelors
erode,"karungalpalayam, bhavani road",13300,560,1,1,semi-furnished,bachelors/family
kanchipuram,temple area,15600,587,1,1,furnished,bachelors/family
coimbatore,saravanampatti,33800,947,3,3,unfurnished,bachelors
kumbakonam,aduthurai road,13700,862,2,2,semi-furnished,bachelors
erode,"bhavani road, sathy road",10500,631,1,1,semi-furnished,bachelors/family
chennai,kilpauk,27100,919,2,1,semi-furnished,bachelors/family
erode,"karungalpalayam, sathy road",8700,407,1,1,unfurnished,bachelors/family
chennai,"thiruvanmiyur, inner ring road",15900,757,1,1,unfurnished,family
salem,fairlands,37200,1616,3,2,unfurnished,bachelors/family
tirunelveli,town,14200,926,2,2,unfurnished,family
cuddalore,panruti road,14000,805,2,2,unfurnished,bachelors/family
vellore,"sathuvachari, katpadi road",22600,1022,2,1,semi-furnished,bachelors
nagercoil,"vadasery, vadasery main road",28700,1156,2,2,semi-furnished,bachelors/family
chennai,"thiruvanmiyur, arcot road",30500,1114,3,2,semi-furnished,bachelors/family
vellore,"saidapet, bangalore road",17500,927,2,2,semi-furnished,bachelors/family
thoothukudi,spic nagar,14300,946,2,1,unfurnished,family
erode,"veerappanchatram, bhavani road",16900,864,2,1,semi-furnished,family
karur,"sungagate, salem road",10400,464,1,1,semi-furnished,bachelors/family
chennai,medavakkam,30200,944,2,1,semi-furnished,bachelors
sivakasi,krishnankoil,10700,565,1,1,semi-furnished,bachelors/family
chennai,"ambattur, mount road",60100,1748,3,3,unfurnished,bachelors/family
kanchipuram,"little kanchipuram, temple road",18700,1192,3,3,unfurnished,bachelors/family
chennai,medavakkam,11900,413,1,1,semi-furnished,bachelors/family
tiruchirappalli,manachanallur,17100,903,2,2,unfurnished,bachelors
cuddalore,"semmandalam, main road",29700,1350,3,3,semi-furnished,bachelors/family
madurai,"tallakulam, trichy road",33500,1162,3,3,semi-furnished,bachelors/family
vellore,"gandhi nagar, katpadi road",60100,2004,4,2,semi-furnished,bachelors
kumbakonam,swamimalai,16200,858,2,1,semi-furnished,bachelors/family
coimbatore,saravanampatti,14400,744,1,1,unfurnished,family
karur,sungagate,21200,1306,3,3,unfurnished,bachelors/family
thanjavur,thanjavur town,23900,1044,2,2,semi-furnished,bachelors
nagercoil,"ramavarmapuram, kanyakumari road",17800,962,2,2,semi-furnished,bachelors/family
chennai,"vadapalani, mount road",34900,1056,2,1,semi-furnished,family
chennai,"vadapalani, inner ring road",36900,1679,3,3,semi-furnished,bachelors
chennai,velachery,17400,881,2,2,unfurnished,bachelors/family
chennai,"adyar, old mahabalipuram road",16400,877,2,2,unfurnished,bachelors
tirunelveli,vasantha nagar,9700,564,1,1,unfurnished,bachelors
chennai,mogappair,40400,1356,3,3,unfurnished,bachelors/family
salem,hasthampatti,24100,1189,3,3,unfurnished,bachelors
tiruchirappalli,"woriur, salem road",10800,709,1,1,unfurnished,family
tiruchirappalli,"thillai nagar, salem road",23100,939,2,2,semi-furnished,bachelors
chennai,porur,20900,815,2,1,unfurnished,family
chennai,kodambakkam,24300,1060,2,1,unfurnished,family
chennai,chromepet,56700,2256,4,3,semi-furnished,family
tiruppur,"avinashi road, palladam road",11500,482,1,1,semi-furnished,bachelors
madurai,kk nagar,13600,845,2,2,semi-furnished,bachelors
chennai,"thiruvanmiyur, arcot road",37100,1191,3,3,unfurnished,bachelors/family
chennai,"thiruvanmiyur, mount road",27700,845,2,1,unfurnished,bachelors
chennai,"anna nagar, old mahabalipuram road",36400,1056,2,1,furnished,bachelors/family
coimbatore,"race course, mettupalayam road",22400,1124,2,1,semi-furnished,bachelors
coimbatore,"vadavalli, sathy road",41800,1394,3,2,unfurnished,bachelors
erode,sathy road,41000,1300,3,3,furnished,family
salem,hasthampatti,14000,935,2,2,unfurnished,family
coimbatore,"saibaba colony, trichy road",17200,841,2,1,unfurnished,bachelors/family
chennai,"chromepet, gst road",21500,1117,2,2,unfurnished,family
madurai,tallakulam,16300,688,1,1,unfurnished,bachelors/family
chennai,"chromepet, arcot road",21600,880,2,1,semi-furnished,bachelors/family
tiruppur,"veerapandi, dharapuram road",13300,683,1,1,unfurnished,bachelors/family
nagercoil,ramavarmapuram,25300,1000,2,2,semi-furnished,bachelors/family
tiruchirappalli,"kk nagar, salem road",19500,614,1,1,furnished,bachelors/family
chennai,mogappair,12100,549,1,1,semi-furnished,family
villupuram,tindivanam road,15900,904,2,2,unfurnished,family
tirunelveli,"town, tenkasi road",16300,615,1,1,unfurnished,bachelors
vellore,thorapadi,49000,1749,3,3,unfurnished,bachelors/family
tiruchirappalli,kk nagar,23900,1069,3,3,semi-furnished,bachelors/family
chennai,tambaram,23400,813,2,2,semi-furnished,family
cuddalore,panruti road,14100,611,1,1,semi-furnished,bachelors/family
chennai,"tambaram, sardar patel road",17600,617,1,1,semi-furnished,bachelors/family
tiruchirappalli,"woriur, tanjore road",35400,1976,4,4,unfurnished,bachelors/family
chennai,sholinganallur,38500,1042,2,2,furnished,family
chennai,"medavakkam, inner ring road",16300,618,1,1,unfurnished,family
thoothukudi,millerpuram,15100,974,2,1,unfurnished,family
tiruppur,palladam road,22400,936,2,2,unfurnished,family
hosur,"zion hills, bangalore road",26900,1085,2,1,furnished,bachelors/family
chennai,"anna nagar, inner ring road",33100,910,2,2,semi-furnished,bachelors/family
villupuram,tindivanam road,20600,1033,2,1,semi-furnished,bachelors
chennai,"t nagar, arcot road",32500,995,2,2,unfurnished,bachelors/family
erode,bhavani road,14100,587,1,1,unfurnished,family
tiruchirappalli,"woriur, salem road",17300,883,2,1,unfurnished,bachelors
coimbatore,singanallur,26900,1039,3,2,unfurnished,bachelors/family
chennai,chromepet,24400,1053,2,2,furnished,bachelors
salem,sodal,9900,445,1,1,unfurnished,family
kumbakonam,"kumbakonam town, darasuram road",20100,1161,3,2,unfurnished,bachelors/family
kumbakonam,swamimalai,22200,1438,3,2,semi-furnished,bachelors/family
erode,"bhavani road, perundurai road",39200,1267,3,3,semi-furnished,bachelors/family
chennai,porur,13700,552,1,1,semi-furnished,bachelors/family
chennai,porur,48100,1470,3,3,unfurnished,family
chennai,"vadapalani, gst road",46500,2255,4,2,unfurnished,family
coimbatore,kuniamuthur,19500,808,2,2,semi-furnished,bachelors
chennai,anna nagar,24500,782,2,2,unfurnished,family
chennai,"porur, jawaharlal nehru road",30700,1433,3,2,semi-furnished,bachelors/family
erode,thindal,34800,1269,3,3,semi-furnished,family
chennai,"kilpauk, inner ring road",29500,909,2,1,furnished,family
chennai,ambattur,32500,947,2,1,furnished,bachelors/family
coimbatore,"race course, sathy road",29800,891,2,1,unfurnished,bachelors/family
salem,kondalampatti,28700,1078,2,2,semi-furnished,bachelors
tiruchirappalli,woriur,18200,1061,2,2,unfurnished,bachelors
chennai,"sholinganallur, mount road",19300,680,1,1,furnished,family
tirunelveli,thachanallur,16200,862,2,1,furnished,bachelors
madurai,arapalayam,37700,1222,3,3,semi-furnished,family
coimbatore,race course,23800,1238,3,3,unfurnished,bachelors/family
chennai,kilpauk,10700,353,1,1,semi-furnished,bachelors/family
kumbakonam,swamimalai,15700,753,2,1,unfurnished,family
madurai,thirunagar,34400,1655,4,4,semi-furnished,bachelors/family
kanchipuram,walajabad road,16700,1025,2,1,semi-furnished,family
chennai,velachery,21400,658,2,2,semi-furnished,bachelors
chennai,sholinganallur,19200,537,1,1,semi-furnished,bachelors/family
erode,veerappanchatram,11200,727,2,2,unfurnished,family
coimbatore,race course,24100,967,2,1,unfurnished,family
chennai,t nagar,16900,729,1,1,unfurnished,bachelors/family
salem,"meiyanur, trichy road",28700,1057,2,2,semi-furnished,family
thanjavur,"north gate, new bus stand road",23500,966,2,2,semi-furnished,family
tiruchirappalli,thillai nagar,9700,372,1,1,semi-furnished,family
tiruppur,"avinashi road, dharapuram road",19500,1045,2,1,unfurnished,family
chennai,"kodambakkam, arcot road",17100,945,2,1,unfurnished,bachelors/family
tiruppur,veerapandi,13300,539,1,1,unfurnished,family
chennai,sholinganallur,29600,947,2,2,unfurnished,family
chennai,sholinganallur,27200,1293,3,2,unfurnished,family
coimbatore,saibaba colony,13500,464,1,1,unfurnished,family
chennai,thoraipakkam,57900,1491,3,3,furnished,bachelors
erode,"karungalpalayam, bhavani road",25500,1373,3,3,semi-furnished,bachelors/family
kanchipuram,"pallavan nagar, temple road",16800,700,1,1,unfurnished,bachelors/family
chennai,medavakkam,37600,1460,3,2,unfurnished,family
hosur,"sipcot, sipcot road",12200,503,1,1,furnished,family
vellore,"saidapet, arcot road",27000,1014,3,2,furnished,bachelors/family
chennai,"pallikaranai, arcot road",21100,899,2,1,unfurnished,family
salem,"suramangalam, trichy road",13000,664,1,1,semi-furnished,bachelors/family
salem,alagapuram,25400,872,2,2,furnished,bachelors
chennai,"porur, jawaharlal nehru road",14400,499,1,1,semi-furnished,bachelors
tiruppur,"kumaran road, avinashi road",26600,967,2,1,unfurnished,bachelors/family
coimbatore,"vadavalli, avinashi road",14200,550,1,1,furnished,family
chennai,"perungudi, inner ring road",22200,567,1,1,furnished,bachelors/family
coimbatore,race course,30200,832,2,1,semi-furnished,bachelors/family
chennai,chromepet,27600,902,2,1,unfurnished,family
tiruchirappalli,karumandapam,10800,606,1,1,unfurnished,bachelors/family
madurai,mattuthavani,40200,1551,3,2,unfurnished,family
madurai,"ss colony, melur road",12400,408,1,1,furnished,bachelors
chennai,"sholinganallur, old mahabalipuram road",34300,1141,2,1,unfurnished,bachelors/family
chennai,nungambakkam,13900,614,1,1,unfurnished,bachelors/family
vellore,"gandhi nagar, katpadi road",14400,633,1,1,unfurnished,bachelors/family
salem,"sodal, bangalore bypass",19700,777,2,1,furnished,bachelors
sivakasi,"kuthalingapuram, sattur road",8800,379,1,1,unfurnished,bachelors/family
coimbatore,singanallur,21000,959,2,1,semi-furnished,bachelors
dindigul,oddanchatram,9100,547,1,1,unfurnished,bachelors/family
chennai,"anna nagar, old mahabalipuram road",17300,726,2,1,furnished,bachelors
madurai,mattuthavani,14000,575,1,1,semi-furnished,bachelors/family
chennai,thiruvanmiyur,23700,816,2,1,semi-furnished,bachelors/family
chennai,thoraipakkam,21600,649,2,2,semi-furnished,bachelors
erode,veerappanchatram,15200,908,2,2,unfurnished,family
tiruchirappalli,woriur,15400,670,2,2,furnished,bachelors
hosur,"rayakottai road, bangalore road",19200,943,2,1,semi-furnished,family
cuddalore,"nellikuppam road, panruti road",36000,1612,3,3,unfurnished,bachelors/family
coimbatore,vadavalli,41500,1560,3,2,semi-furnished,family
erode,bhavani road,10300,503,1,1,furnished,bachelors/family
chennai,medavakkam,25900,904,2,2,furnished,bachelors/family
salem,"hasthampatti, erode road",15200,827,2,2,unfurnished,bachelors/family
vellore,"katpadi, katpadi road",45000,1933,4,3,unfurnished,bachelors/family
chennai,"porur, mount road",13700,481,1,1,unfurnished,bachelors
karur,karur town,13100,563,1,1,unfurnished,bachelors
erode,sathy road,18300,717,2,2,furnished,bachelors/family
madurai,anna nagar,38400,1307,3,3,semi-furnished,bachelors
erode,"karungalpalayam, sathy road",8800,587,1,1,unfurnished,bachelors/family
madurai,thirunagar,36700,1621,3,2,unfurnished,family
madurai,kk nagar,21000,1362,3,3,unfurnished,bachelors/family
chennai,"mogappair, old mahabalipuram road",64400,1828,3,2,semi-furnished,family
tiruppur,palladam road,26800,1634,3,2,unfurnished,bachelors/family
madurai,"villapuram, bypass road",18700,686,2,1,semi-furnished,bachelors/family
nagercoil,"vadasery, kanyakumari road",16400,697,1,1,unfurnished,bachelors/family
chennai,velachery,15000,598,1,1,unfurnished,family
chennai,"t nagar, arcot road",13900,548,1,1,furnished,family
chennai,thiruvanmiyur,19000,621,1,1,unfurnished,bachelors/family
thoothukudi,"muthiahpuram, harbour road",26000,1161,3,3,semi-furnished,bachelors/family
chennai,medavakkam,44300,1500,3,2,semi-furnished,bachelors/family
vellore,bagayam,11300,468,1,1,unfurnished,family
tirunelveli,palayamkottai,10700,495,1,1,furnished,bachelors/family
madurai,kk nagar,39100,1559,3,3,semi-furnished,bachelors
vellore,katpadi,17100,640,1,1,unfurnished,bachelors
chennai,anna nagar,16600,687,2,2,unfurnished,family
chennai,"thoraipakkam, arcot road",23500,914,2,1,semi-furnished,bachelors/family
chennai,chromepet,31900,978,2,2,semi-furnished,bachelors/family
madurai,tallakulam,13000,858,2,1,semi-furnished,family
karur,"sungagate, salem road",15900,1128,2,1,unfurnished,bachelors/family
coimbatore,race course,15400,552,1,1,unfurnished,bachelors
chennai,porur,22800,736,2,1,semi-furnished,bachelors/family
chennai,"mylapore, mount road",52800,1667,4,3,semi-furnished,family
karur,karur town,28300,1280,3,2,unfurnished,bachelors
chennai,chromepet,30800,1014,2,2,furnished,bachelors
tiruppur,avinashi road,10400,619,1,1,unfurnished,bachelors/family
chennai,"nungambakkam, e coast road",29300,931,2,1,furnished,bachelors/family
tirunelveli,thachanallur,20200,795,2,2,unfurnished,bachelors/family
tirunelveli,thachanallur,22800,773,2,1,semi-furnished,bachelors/family
kanchipuram,pallavan nagar,20000,1428,3,2,unfurnished,family
chennai,porur,28500,1124,2,1,furnished,family
chennai,adyar,7600,407,1,1,unfurnished,bachelors/family
chennai,tambaram,18400,709,1,1,semi-furnished,bachelors
chennai,thoraipakkam,15100,621,1,1,furnished,bachelors/family
madurai,"ss colony, trichy road",17400,654,2,1,unfurnished,family
chennai,"tambaram, p h road",27100,1136,2,2,unfurnished,bachelors/family
tiruchirappalli,"thillai nagar, tanjore road",23500,1011,2,1,furnished,bachelors/family
vellore,"katpadi, bangalore road",13800,741,1,1,semi-furnished,bachelors/family
thanjavur,vijayanagar,31900,1510,3,3,semi-furnished,bachelors
madurai,tallakulam,16800,850,2,2,semi-furnished,family
cuddalore,"panruti road, chidambaram road",19700,1130,2,1,furnished,family
erode,"veerappanchatram, bhavani road",19500,706,2,2,semi-furnished,family
coimbatore,"gandhipuram, mettupalayam road",16300,572,1,1,semi-furnished,family
madurai,tallakulam,10900,478,1,1,unfurnished,bachelors/family
chennai,"thoraipakkam, sardar patel road",34400,960,2,1,semi-furnished,bachelors/family
tirunelveli,kk nagar,21200,848,2,2,furnished,bachelors/family
tiruppur,palladam road,52400,1665,3,3,furnished,bachelors/family
chennai,"tambaram, e coast road",41300,1495,3,2,unfurnished,bachelors
chennai,"chromepet, inner ring road",47600,1271,3,3,semi-furnished,bachelors
erode,"veerappanchatram, sathy road",11500,653,2,1,unfurnished,family
tirunelveli,"thachanallur, madurai road",12500,612,1,1,unfurnished,bachelors/family
madurai,villapuram,40300,1664,3,3,semi-furnished,bachelors/family
nagercoil,vattakottai,23800,1384,3,3,semi-furnished,bachelors/family
chennai,mogappair,21200,710,2,2,furnished,bachelors/family
salem,alagapuram,26700,1028,2,2,unfurnished,family
coimbatore,"saibaba colony, mettupalayam road",11400,451,1,1,furnished,bachelors/family
salem,"alagapuram, bangalore bypass",14000,579,1,1,semi-furnished,bachelors/family
thoothukudi,junction,22500,1466,3,2,semi-furnished,family
tiruppur,uthukuli road,21100,933,2,1,furnished,bachelors/family
vellore,gandhi nagar,8500,477,1,1,unfurnished,bachelors/family
chennai,"thoraipakkam, inner ring road",15200,482,1,1,semi-furnished,bachelors/family
chennai,kodambakkam,31700,1357,3,3,semi-furnished,bachelors/family
tirunelveli,palayamkottai,69100,2389,4,2,unfurnished,bachelors/family
chennai,pallikaranai,22400,898,2,2,semi-furnished,family
chennai,velachery,18500,671,1,1,unfurnished,bachelors
tiruppur,veerapandi,36600,1780,3,2,unfurnished,bachelors
tirunelveli,"melapalayam, tuticorin road",20500,854,2,2,semi-furnished,bachelors
cuddalore,"panruti road, main road",13600,1132,2,2,unfurnished,bachelors/family
tiruppur,palladam road,23400,927,2,1,furnished,bachelors/family
chennai,kodambakkam,48300,1567,3,2,semi-furnished,bachelors/family
erode,sathy road,25100,877,2,2,furnished,family
madurai,kk nagar,13800,857,2,2,unfurnished,family
chennai,t nagar,32700,908,2,2,semi-furnished,family
chennai,velachery,22500,948,2,2,semi-furnished,family
sivakasi,krishnankoil,15000,853,2,2,semi-furnished,bachelors
thanjavur,"voc nagar, trichy road",29700,1289,3,2,unfurnished,bachelors/family
chennai,nungambakkam,31300,887,2,1,semi-furnished,bachelors/family
thanjavur,"medical college road, new bus stand road",9700,488,1,1,unfurnished,bachelors
karur,sungagate,11800,562,1,1,unfurnished,bachelors/family
nagercoil,vattakottai,10800,719,1,1,semi-furnished,family
hosur,sipcot,29700,1360,3,2,semi-furnished,bachelors/family
madurai,simmakkal,23200,912,2,1,unfurnished,bachelors/family
madurai,suryapandian,34600,1234,3,2,unfurnished,bachelors/family
kumbakonam,aduthurai road,17300,993,2,2,unfurnished,bachelors/family
chennai,"perungudi, sardar patel road",22000,1032,2,2,unfurnished,bachelors
kanchipuram,temple area,18400,914,2,2,unfurnished,bachelors/family
chennai,porur,30500,1100,2,1,unfurnished,family
salem,"suramangalam, trichy road",19500,898,2,1,semi-furnished,family
chennai,chromepet,25400,749,2,1,unfurnished,bachelors
coimbatore,"gandhipuram, mettupalayam road",42600,1651,3,2,unfurnished,bachelors/family
tiruchirappalli,woriur,18200,900,2,2,semi-furnished,bachelors/family
vellore,"thorapadi, bangalore road",19100,1123,3,2,semi-furnished,bachelors
coimbatore,peelamedu,19400,631,1,1,semi-furnished,family
dindigul,natham road,14500,858,2,1,semi-furnished,family
coimbatore,peelamedu,28400,787,2,1,semi-furnished,family
tirunelveli,thachanallur,26900,1039,2,2,unfurnished,bachelors
chennai,"medavakkam, p h road",23900,886,2,1,semi-furnished,family
salem,gorimedu,14000,864,2,2,semi-furnished,bachelors
tirunelveli,thachanallur,46200,1460,3,3,semi-furnished,family
coimbatore,"race course, trichy road",20600,1037,2,1,unfurnished,bachelors/family
nagercoil,"vattakottai, vadasery main road",38500,1629,3,3,unfurnished,family
dindigul,natham road,15200,1042,2,2,unfurnished,family
kanchipuram,walajabad road,26600,1282,3,3,unfurnished,bachelors
chennai,"medavakkam, p h road",24000,732,2,2,unfurnished,bachelors
chennai,velachery,23000,1048,2,2,unfurnished,bachelors/family
salem,suramangalam,14300,498,1,1,semi-furnished,bachelors/family
vellore,"bagayam, arcot road",9800,687,2,1,unfurnished,bachelors/family
tiruppur,"uthukuli road, dharapuram road",13600,973,2,2,unfurnished,bachelors/family
chennai,"kilpauk, gst road",23600,875,2,1,unfurnished,bachelors
madurai,"tallakulam, trichy road",13000,491,1,1,semi-furnished,bachelors/family
tiruchirappalli,karumandapam,22800,831,2,1,unfurnished,bachelors
madurai,"tallakulam, trichy road",7500,369,1,1,unfurnished,bachelors/family
dindigul,natham road,41100,1583,3,3,furnished,bachelors/family
chennai,ambattur,17100,673,1,1,unfurnished,family
chennai,chromepet,31900,1058,2,1,unfurnished,family
tiruppur,mangalam road,10300,672,1,1,semi-furnished,bachelors
madurai,"villapuram, trichy road",19100,732,2,1,unfurnished,family
tiruppur,palladam road,14800,763,2,1,semi-furnished,bachelors/family
coimbatore,kalapatti,41700,1380,3,2,semi-furnished,bachelors/family
coimbatore,"singanallur, trichy road",36500,1128,3,3,unfurnished,family
kumbakonam,"aduthurai road, swamimalai road",12000,575,1,1,unfurnished,bachelors/family
chennai,"porur, mount road",25600,1102,2,1,furnished,bachelors/family
chennai,"sholinganallur, old mahabalipuram road",21700,610,1,1,furnished,family
tiruchirappalli,"cantonment, karur bypass",15800,569,1,1,semi-furnished,bachelors/family
chennai,tambaram,24600,788,2,1,semi-furnished,family
madurai,"mattuthavani, trichy road",17300,573,1,1,furnished,family
tirunelveli,"ngo colony, tenkasi road",32600,1129,2,1,semi-furnished,bachelors
chennai,t nagar,20900,1021,2,1,unfurnished,bachelors
madurai,anna nagar,32900,1171,3,3,semi-furnished,family
coimbatore,race course,11900,511,1,1,unfurnished,family
thanjavur,vijayanagar,31700,1487,3,2,unfurnished,bachelors/family
erode,"bhavani road, sathy road",31800,1407,3,3,furnished,bachelors
chennai,mogappair,25400,1164,2,1,semi-furnished,family
chennai,pallikaranai,13400,520,1,1,unfurnished,bachelors
coimbatore,kuniamuthur,15700,484,1,1,unfurnished,bachelors
madurai,"thirunagar, trichy road",14600,746,2,1,furnished,bachelors
tirunelveli,melapalayam,15500,618,1,1,semi-furnished,bachelors/family
madurai,arapalayam,38100,1333,3,3,furnished,bachelors/family
erode,bhavani road,21500,951,2,2,semi-furnished,bachelors/family
chennai,perungudi,12100,549,1,1,unfurnished,family
madurai,anna nagar,42200,1518,3,3,furnished,bachelors/family
tiruchirappalli,"kk nagar, salem road",28700,1036,2,2,semi-furnished,bachelors/family
chennai,"mogappair, inner ring road",32500,985,2,1,semi-furnished,bachelors
kumbakonam,"darasuram, swamimalai road",19700,895,2,1,furnished,bachelors
chennai,"perungudi, old mahabalipuram road",23100,907,2,2,furnished,family
madurai,"kk nagar, melur road",16300,773,2,1,semi-furnished,bachelors/family
salem,ammapet,24600,977,2,1,unfurnished,family
salem,suramangalam,7600,386,1,1,unfurnished,bachelors
dindigul,"palani road, madurai road",10700,865,2,2,unfurnished,bachelors
dindigul,oddanchatram,23200,912,2,2,semi-furnished,bachelors
madurai,"thirunagar, melur road",10700,550,1,1,unfurnished,bachelors/family
sivakasi,"kuthalingapuram, sattur road",6300,434,1,1,unfurnished,bachelors/family
kumbakonam,swamimalai,19200,1165,3,3,furnished,bachelors/family
salem,hasthampatti,19800,1296,3,3,unfurnished,bachelors
coimbatore,"singanallur, mettupalayam road",35800,1324,3,2,semi-furnished,bachelors/family
thoothukudi,"bryant nagar, harbour road",10400,726,2,2,unfurnished,bachelors/family
chennai,"porur, mount road",36600,1568,3,2,unfurnished,bachelors/family
tirunelveli,"ngo colony, tenkasi road",8200,491,1,1,semi-furnished,family
chennai,"medavakkam, p h road",17000,681,1,1,unfurnished,bachelors/family
chennai,"mogappair, jawaharlal nehru road",39100,1410,3,2,furnished,family
chennai,thoraipakkam,18700,783,2,2,semi-furnished,bachelors/family
dindigul,bus stand area,18400,774,2,2,semi-furnished,bachelors/family
cuddalore,semmandalam,30200,1459,3,3,furnished,bachelors/family
thoothukudi,"bryant nagar, harbour road",11300,644,1,1,unfurnished,bachelors
chennai,"ambattur, p h road",25600,1065,2,1,semi-furnished,family
tiruchirappalli,manachanallur,16100,747,2,2,semi-furnished,bachelors
chennai,"tambaram, gst road",19200,715,1,1,unfurnished,bachelors
madurai,anna nagar,24600,1119,2,2,semi-furnished,family
tiruchirappalli,ponmalai,26300,974,2,1,unfurnished,family
chennai,"mylapore, gst road",33300,889,2,2,furnished,family
chennai,"thoraipakkam, mount road",71300,2133,4,4,furnished,family
chennai,vadapalani,51900,1686,3,2,semi-furnished,bachelors/family
chennai,"perungudi, gst road",17100,694,1,1,unfurnished,bachelors/family
coimbatore,"saravanampatti, trichy road",24300,1113,3,2,semi-furnished,bachelors/family
coimbatore,race course,14100,512,1,1,semi-furnished,family
tiruchirappalli,"woriur, tanjore road",16000,656,1,1,unfurnished,bachelors
tiruchirappalli,manachanallur,19400,833,2,2,furnished,bachelors/family
cuddalore,panruti road,22400,1032,2,1,unfurnished,family
salem,ammapet,17900,1054,2,2,semi-furnished,family
chennai,"tambaram, p h road",29600,1448,3,2,semi-furnished,family
tiruchirappalli,karumandapam,26200,1620,3,2,semi-furnished,bachelors
salem,sodal,11300,673,1,1,unfurnished,family
cuddalore,"nellikuppam road, panruti road",22200,929,2,1,semi-furnished,family
tiruppur,"palladam road, avinashi road",7900,460,1,1,semi-furnished,bachelors/family
chennai,medavakkam,27800,941,2,2,unfurnished,bachelors/family
chennai,"thiruvanmiyur, jawaharlal nehru road",50900,1395,3,3,furnished,bachelors
